PassengerId,Pclass,Survived,Name,Sex,Age
1359,1,0,"Campbell, Mr. Devin",male,62.6
1360,3,1,"Ross, Lady. Savannah",female,19.0
1361,1,1,"Christian, Mrs. Taylor",female,43.5
1362,1,1,"Harris, Dr. Matthew",male,36.2
1363,1,0,"Barton, Col. Michael",male,56.1
1364,3,0,"Scott, Rev. Daniel",male,26.3
1365,1,0,"Wells, Mr. Walter",male,61.4
1366,1,1,"Thomas, Mrs. Shirley",female,48.9
1367,3,0,"Macdonald, Col. Brian",male,23.5
1368,1,0,"Herrera, Mr. Jermaine",male,5.5
1369,2,0,"Howell, Dr. Jonathan",male,29.6
1370,1,0,"Scott, Col. William",male,36.7
1371,3,0,"Carroll, Rev. Brandon",male,11.8
1372,1,1,"Fuller, Major. Marc",male,34.1
1373,3,0,"Smith, Sir. Justin",male,51.3
1374,2,1,"Weber, Dr. Chad",male,42.5
1375,3,1,"Robles, Mrs. Jessica",female,33.1
1376,1,1,"Jackson, Col. Timothy",male,28.1
1377,1,0,"Davies, Mr. Luis",male,51.7
1378,1,0,"Bishop, Rev. Cody",male,28.8
1379,1,0,"Rice, Rev. Adam",male,42.9
1380,1,1,"Welch, Rev. Daniel",male,24.9
1381,1,1,"Rodriguez, Countess. Erica",female,63.6
1382,2,0,"Olsen, Mr. Craig",male,8.9
1383,2,0,"Willis, Rev. Max",male,16.5
1384,3,1,"Wolf, Countess. Crystal",female,13.3
1385,3,0,"Clark, Col. Juan",male,26.6
1386,3,0,"Navarro, Mr. Jason",male,11.6
1387,1,0,"Mays, Major. Jonathan",male,37.5
1388,3,0,"Atkins, Dr. David",male,34.9
1389,3,0,"White, Mrs. Cassandra",female,19.5
1390,1,1,"Johnson, Major. Tommy",male,47.7
1391,3,0,"Brown, Rev. Zachary",male,55.4
1392,1,1,"Collins, Major. Wayne",male,51.7
1393,2,1,"Pace, Mrs. Jennifer",female,31.4
1394,2,1,"Daniel, Major. Jacob",male,41.5
1395,1,1,"Martinez, Countess. Susan",female,38.1
1396,2,1,"Santos, Miss. Jill",female,41.5
1397,1,0,"Daniels, Sir. Jeffery",male,37.6
1398,3,0,"Hernandez, Mrs. Melanie",female,0.2
1399,2,0,"Wilson, Mr. Nicholas",male,17.6
1400,1,1,"Flores, Dr. Amanda",female,45.9
1401,2,0,"Graham, Dr. Jose",male,45.5
1402,3,0,"Smith, Major. Joel",male,15.6
1403,3,0,"Meyers, Countess. Brandy",female,24.9
1404,3,0,"Jensen, Col. Nathan",male,25.4
1405,1,1,"Nelson, Mrs. Lori",female,30.0
1406,1,0,"Wright, Dr. Brent",male,50.0
1407,2,1,"Lee, Dr. Theresa",female,29.5
1408,3,0,"Reynolds, Sir. Lee",male,22.3
1409,3,1,"Nguyen, Dr. Stephanie",female,7.8
1410,3,0,"Wood, Rev. Paul",male,25.8
1411,1,0,"Lloyd, Rev. Jimmy",male,32.9
1412,1,1,"Aguilar, Mrs. Paula",female,41.9
1413,1,0,"Mills, Mr. Robert",male,35.4
1414,2,1,"Mcclain, Lady. Maria",female,28.9
1415,3,0,"Rojas, Sir. Mark",male,20.3
1416,2,1,"Ross, Miss. Elizabeth",female,35.1
1417,2,0,"Wall, Mr. Eddie",male,25.1
1418,1,0,"Hughes, Mr. Aaron",male,30.4
1419,1,1,"Lopez, Dr. Shannon",male,26.7
1420,1,0,"Garrison, Major. Russell",male,28.5
1421,3,1,"Porter, Mrs. Jeanette",female,26.5
1422,3,0,"Rodgers, Col. Thomas",male,34.2
1423,1,1,"Owens, Countess. Andrea",female,7.8
1424,1,0,"Miles, Sir. Robert",male,37.6
1425,1,1,"Palmer, Mrs. Olivia",female,34.6
1426,1,1,"Kramer, Dr. Amanda",female,39.8
1427,2,0,"Clark, Col. Joel",male,33.7
1428,1,1,"Figueroa, Lady. Elizabeth",female,30.3
1429,1,1,"Ballard, Dr. Curtis",male,36.7
1430,1,1,"Oliver, Countess. Cynthia",female,50.1
1431,3,0,"Smith, Mr. Brian",male,23.0
1432,3,0,"Moore, Dr. Scott",male,35.7
1433,1,0,"Scott, Col. Cole",male,36.8
1434,1,1,"Bowman, Lady. Debra",female,38.3
1435,1,1,"Hunt, Mr. Anthony",male,52.9
1436,1,0,"Horton, Mr. Jared",male,25.7
1437,2,0,"Nelson, Mr. Sean",male,41.0
1438,1,0,"Johnson, Dr. Michael",male,20.5
1439,1,1,"Kelly, Countess. Pamela",female,0.4
1440,1,0,"Miller, Rev. Matthew",male,41.6
1441,2,1,"Roberts, Countess. Christina",female,24.6
1442,1,0,"Smith, Dr. Jeffrey",male,0.4
1443,1,0,"Mcdaniel, Col. Patrick",male,50.3
1444,1,0,"Smith, Col. Daniel",male,33.0
1445,3,1,"Grant, Countess. Natalie",female,21.3
1446,1,0,"Coleman, Sir. Dylan",male,48.5
1447,1,0,"Jones, Major. Michael",male,21.0
1448,1,1,"Middleton, Miss. Laura",female,15.1
1449,1,0,"Flores, Major. Brian",male,51.2
1450,1,1,"Mckinney, Countess. Rebecca",female,41.4
1451,3,1,"Martinez, Dr. Victor",male,17.3
1452,2,0,"Walker, Dr. Daniel",male,43.6
1453,1,0,"Smith, Rev. Christopher",male,28.3
1454,1,1,"Gonzalez, Col. Jeffery",male,68.3
1455,1,1,"Smith, Dr. Blake",male,58.5
1456,3,0,"Jackson, Col. John",male,5.5
1457,2,0,"Walker, Col. Samuel",male,42.2
1458,2,1,"Mccormick, Mr. John",male,30.8
1459,2,0,"Vasquez, Col. Jeremiah",male,41.3
1460,3,1,"Spencer, Col. Calvin",male,37.2
1461,3,1,"Hatfield, Rev. Robert",male,35.1
1462,2,1,"Fischer, Lady. Ashley",female,7.1
1463,3,0,"Miller, Rev. Cody",male,15.8
1464,1,0,"Allen, Major. Jerry",male,35.3
1465,1,0,"Gomez, Sir. Sergio",male,30.6
1466,1,1,"Knight, Rev. Brett",male,47.5
1467,3,0,"Moore, Rev. Brandon",male,22.6
1468,1,1,"Johnson, Major. Christopher",male,41.7
1469,2,1,"Henry, Major. Andrew",male,30.5
1470,1,0,"Adams, Major. Michael",male,43.4
1471,1,0,"Huff, Major. Jared",male,34.7
1472,3,1,"Ray, Lady. Jennifer",female,18.9
1473,3,0,"Smith, Mrs. Melinda",female,50.1
1474,2,0,"Burch, Dr. Matthew",male,35.1
1475,3,0,"Miller, Sir. Jerome",male,24.8
1476,3,0,"Poole, Mr. Ryan",male,5.8
1477,3,1,"Hernandez, Lady. Gina",female,9.4
1478,1,1,"Lopez, Rev. Wayne",male,18.7
1479,1,1,"Farrell, Rev. Shane",male,43.3
1480,1,1,"Baker, Col. James",male,33.6
1481,1,1,"Carlson, Rev. Tony",male,45.9
1482,1,1,"Harmon, Countess. Monique",female,31.1
1483,1,0,"Clarke, Sir. Jonathan",male,54.8
1484,2,0,"Young, Mr. Alexander",male,30.1
1485,1,0,"Francis, Major. Dean",male,54.8
1486,1,1,"Conley, Mrs. Julie",female,45.8
1487,3,0,"Gray, Mr. Kenneth",male,38.0
1488,1,1,"Chen, Countess. Wendy",female,27.2
1489,1,0,"Davis, Rev. Anthony",male,9.0
1490,3,0,"Ashley, Countess. Madeline",female,9.2
1491,1,1,"Lucas, Dr. Mackenzie",female,21.2
1492,3,0,"Walker, Mrs. Janice",female,24.4
1493,1,1,"Myers, Dr. Patrick",male,42.8
1494,2,1,"Brock, Dr. Jasmine",female,37.3
1495,1,1,"Hicks, Col. Jeffrey",male,61.3
1496,2,1,"Ayers, Miss. Elizabeth",female,0.4
1497,1,0,"Gomez, Col. Tyrone",male,37.9
1498,2,0,"Hawkins, Rev. Jack",male,14.1
1499,2,0,"Barnett, Col. Terry",male,45.9
1500,3,0,"Park, Lady. Debra",female,8.4
1501,1,0,"Manning, Major. Carl",male,10.3
1502,1,0,"Huber, Col. Eric",male,63.8
1503,2,0,"Rowe, Rev. Chad",male,37.9
1504,1,1,"Lester, Major. Andre",male,56.4
1505,2,0,"Boyer, Miss. Emily",female,39.1
1506,2,1,"Hernandez, Dr. Michael",male,24.1
1507,1,1,"Escobar, Mrs. Joyce",female,23.6
1508,1,0,"Castillo, Col. Paul",male,28.9
1509,3,0,"Christian, Col. Anthony",male,31.2
1510,2,1,"Williams, Countess. Danielle",female,34.7
1511,1,0,"Snow, Dr. Brandon",male,51.2
1512,3,0,"Wilson, Rev. Matthew",male,13.4
1513,3,0,"Evans, Major. Douglas",male,31.2
1514,1,1,"Mendez, Dr. Cynthia",female,42.1
1515,2,0,"Freeman, Rev. William",male,4.8
1516,1,1,"Carlson, Dr. Crystal",female,22.9
1517,1,1,"Mcbride, Countess. Brooke",female,35.3
1518,3,0,"Hale, Major. Kenneth",male,24.0
1519,1,0,"Thomas, Mr. Cameron",male,35.6
1520,3,0,"Miller, Miss. Shannon",female,19.9
1521,1,1,"Webb, Col. Charles",male,56.0
1522,1,1,"Phillips, Sir. Daniel",male,48.7
1523,1,1,"Fuller, Major. Jeremy",male,41.0
1524,1,1,"Hunter, Lady. Ashley",female,22.5
1525,1,1,"Phillips, Col. Alexander",male,60.9
1526,1,0,"Harris, Col. Brandon",male,32.9
1527,2,0,"Silva, Major. William",male,46.4
1528,1,1,"Gibbs, Mrs. Rachel",female,49.9
1529,1,1,"Carpenter, Miss. Shelby",female,22.0
1530,3,0,"Foster, Major. Luke",male,17.4
1531,1,0,"Kelly, Col. Lance",male,48.0
1532,3,0,"Hendrix, Col. Jeffrey",male,12.9
1533,2,1,"Moore, Dr. Lauren",female,29.1
1534,2,1,"Davis, Sir. Wesley",male,34.3
1535,3,0,"Long, Mr. Jordan",male,43.3
1536,1,0,"James, Sir. John",male,24.5
1537,1,1,"Olson, Lady. Kristen",female,55.9
1538,3,0,"Morales, Rev. Shaun",male,25.4
1539,1,1,"Rivers, Miss. Lindsey",female,50.4
1540,1,1,"Stephens, Lady. Hannah",female,10.4
1541,3,0,"Henderson, Mrs. Jennifer",female,25.4
1542,1,0,"Morgan, Sir. Kenneth",male,37.0
1543,1,1,"Bullock, Miss. Katherine",female,38.3
1544,1,0,"Branch, Col. Samuel",male,44.0
1545,1,0,"Khan, Col. Christopher",male,51.2
1546,1,1,"Zimmerman, Mr. Nathan",male,57.0
1547,2,0,"Ramirez, Major. Dylan",male,36.8
1548,2,0,"Hughes, Col. Darrell",male,6.6
1549,1,0,"Stafford, Mr. Michael",male,38.1
1550,1,1,"Smith, Major. Raymond",male,34.5
1551,1,1,"Ruiz, Sir. Kevin",male,15.2
1552,1,1,"Ramirez, Dr. Larry",male,21.4
1553,3,0,"Edwards, Sir. Victor",male,35.7
1554,1,0,"Gonzalez, Rev. James",male,55.7
1555,3,0,"Levine, Rev. Brandon",male,22.5
1556,1,0,"Clay, Sir. John",male,43.9
1557,3,0,"Patterson, Mr. Christopher",male,10.5
1558,1,0,"Briggs, Dr. Logan",male,30.9
1559,1,1,"Neal, Dr. Jenna",female,15.1
1560,1,1,"Brooks, Major. Richard",male,49.2
1561,2,0,"Oconnor, Sir. Jack",male,29.5
1562,1,1,"Rodriguez, Lady. Jody",female,24.1
1563,1,1,"Wong, Lady. Ashley",female,47.0
1564,2,0,"Rivera, Sir. Edward",male,16.1
1565,3,0,"Hawkins, Mr. Jeremy",male,50.1
1566,1,1,"Gordon, Miss. Courtney",female,36.2
1567,1,0,"Aguilar, Col. Joshua",male,56.8
1568,1,1,"White, Major. Cole",male,37.5
1569,1,0,"Porter, Sir. Mark",male,23.0
1570,1,1,"Adams, Mr. Joshua",male,45.7
1571,1,1,"Smith, Rev. Ivan",male,48.2
1572,1,0,"Rodriguez, Major. Mark",male,22.1
1573,1,1,"Hernandez, Sir. Tracy",male,29.7
1574,1,1,"Shelton, Lady. Alyssa",female,38.3
1575,1,1,"Wilkinson, Mrs. Amy",female,41.1
1576,2,1,"Johnston, Miss. Jennifer",female,5.3
1577,1,1,"Anderson, Rev. Jeremy",male,43.1
1578,1,0,"Prince, Sir. Matthew",male,4.7
1579,1,0,"Harrison, Dr. Adam",male,34.9
1580,1,0,"Davis, Dr. Hunter",male,27.6
1581,1,0,"Good, Dr. Gregory",male,47.3
1582,3,1,"Matthews, Major. Christian",male,28.8
1583,2,0,"White, Rev. Alexander",male,33.4
1584,2,1,"Miller, Countess. Beverly",female,8.1
1585,2,1,"Clark, Miss. Kaitlin",female,27.9
1586,1,0,"Contreras, Dr. Christopher",male,11.6
1587,1,0,"Adams, Major. Christian",male,40.7
1588,1,0,"Christian, Dr. Thomas",male,52.5
1589,1,1,"Diaz, Mrs. Adriana",female,32.8
1590,3,0,"Torres, Major. Sean",male,31.0
1591,2,1,"Brown, Dr. Chelsea",female,15.2
1592,1,0,"Strong, Col. Douglas",male,68.8
1593,3,1,"Richardson, Miss. Elizabeth",female,18.2
1594,3,0,"Ball, Mr. Dalton",male,35.4
1595,1,0,"Madden, Sir. Kevin",male,27.2
1596,2,1,"Chen, Mrs. Denise",female,42.5
1597,2,1,"Johnson, Miss. Amy",female,40.2
1598,3,1,"Maldonado, Dr. Natalie",female,17.0
1599,1,0,"Powell, Dr. Michael",male,51.7
1600,1,1,"Garner, Dr. Taylor",female,47.6
1601,2,1,"Spears, Dr. Taylor",female,17.0
1602,2,0,"Padilla, Major. Matthew",male,30.8
1603,2,1,"Thomas, Countess. Heather",female,34.8
1604,2,1,"Smith, Dr. Caitlyn",female,32.5
1605,3,0,"Roberts, Mr. William",male,38.1
1606,2,0,"Rodriguez, Mr. Albert",male,37.4
1607,1,0,"White, Dr. Shannon",female,27.8
1608,1,1,"Ramirez, Mrs. Yolanda",female,51.8
1609,1,1,"Jackson, Rev. Kelly",male,56.2
1610,2,0,"Perez, Sir. Kurt",male,23.1
1611,2,0,"Winters, Mr. Joseph",male,24.5
1612,1,1,"Cox, Col. Mark",male,20.8
1613,1,1,"Hall, Lady. Savannah",female,42.8
1614,1,0,"Allen, Dr. Christopher",male,18.3
1615,1,0,"Stevens, Rev. Justin",male,56.8
1616,3,0,"Mitchell, Rev. Andrew",male,30.1
1617,2,1,"Kirk, Major. Nicholas",male,28.5
1618,1,0,"Kemp, Major. Kyle",male,52.4
1619,2,1,"Luna, Lady. Jennifer",female,41.5
1620,1,1,"Stephens, Countess. Jessica",female,36.6
1621,1,1,"Hernandez, Dr. Charles",male,26.4
1622,1,1,"Young, Lady. Sarah",female,32.0
1623,3,1,"White, Countess. Sheila",female,39.8
1624,1,1,"Francis, Dr. Kelly",female,51.9
1625,1,0,"Herrera, Major. Robert",male,46.3
1626,1,0,"Jenkins, Sir. Robert",male,64.3
1627,1,1,"Knight, Lady. Tammy",female,51.8
1628,1,0,"Cooley, Sir. John",male,16.8
1629,2,0,"Williams, Mr. Robert",male,24.9
1630,1,0,"Allen, Major. Russell",male,23.4
1631,1,1,"King, Dr. Monica",female,40.6
1632,1,1,"Davis, Mr. Jesse",male,39.2
1633,1,1,"Alvarado, Major. Michael",male,43.4
1634,1,1,"Reed, Countess. Barbara",female,54.9
1635,3,0,"Warren, Rev. Eric",male,22.0
1636,1,0,"Martin, Sir. Drew",male,19.8
1637,1,1,"White, Mrs. Emily",female,36.5
1638,1,0,"Robertson, Countess. Alexis",female,52.5
1639,1,1,"Anderson, Major. Christopher",male,42.7
1640,3,0,"Carlson, Major. Lance",male,15.7
1641,1,0,"Carroll, Sir. Eduardo",male,42.4
1642,2,0,"Meyers, Major. Bruce",male,27.9
1643,1,1,"Robinson, Dr. Philip",male,45.9
1644,3,1,"Leon, Major. Allen",male,0.2
1645,2,0,"Weaver, Dr. Christopher",male,39.3
1646,2,0,"West, Rev. Brandon",male,19.7
1647,1,1,"Smith, Rev. Christopher",male,59.9
1648,1,1,"Parker, Dr. Nancy",female,39.1
1649,1,1,"Cunningham, Sir. Richard",male,50.3
1650,1,0,"White, Major. John",male,36.0
1651,1,0,"Matthews, Major. David",male,49.4
1652,1,1,"Smith, Lady. Brenda",female,39.2
1653,1,1,"Holmes, Dr. Shawn",male,53.9
1654,1,0,"Harris, Col. Walter",male,42.5
1655,1,0,"Lara, Major. Vincent",male,15.0
1656,2,1,"King, Countess. Denise",female,15.5
1657,2,1,"Norris, Dr. Denise",female,28.2
1658,1,0,"Phillips, Countess. Christina",female,14.3
1659,2,0,"Wolf, Sir. Michael",male,12.7
1660,1,1,"Sexton, Rev. Jon",male,59.6
1661,1,1,"Barrera, Miss. Cheyenne",female,30.0
1662,2,0,"Roberts, Rev. Keith",male,25.9
1663,3,1,"Johnson, Mrs. Lindsey",female,36.4
1664,2,1,"Wagner, Dr. Danielle",female,25.6
1665,2,1,"Grimes, Mrs. Helen",female,28.1
1666,2,0,"Jones, Major. Christopher",male,19.9
1667,3,0,"Robertson, Dr. Jeremiah",male,18.7
1668,1,1,"Powell, Dr. Reginald",male,43.6
1669,1,1,"Joseph, Miss. Tanya",female,31.7
1670,1,0,"Villanueva, Rev. Jason",male,48.3
1671,1,1,"Fernandez, Dr. Michael",male,42.3
1672,1,1,"Buckley, Miss. Marissa",female,50.5
1673,1,1,"Sawyer, Mr. Andrew",male,43.2
1674,1,0,"Miller, Rev. Jerry",male,22.3
1675,1,1,"Jones, Countess. Sabrina",female,45.3
1676,3,0,"Potter, Miss. Crystal",female,46.7
1677,1,1,"Mclaughlin, Col. Jason",male,34.8
1678,1,1,"Wall, Miss. Ann",female,5.4
1679,2,1,"Hubbard, Sir. James",male,23.0
1680,2,0,"Robinson, Mr. James",male,10.4
1681,3,0,"Glover, Rev. Juan",male,26.1
1682,2,0,"Young, Col. Matthew",male,30.7
1683,3,0,"Brewer, Dr. James",male,20.6
1684,3,0,"Harding, Sir. Isaiah",male,23.1
1685,2,0,"Holmes, Mr. Gregory",male,28.0
1686,2,0,"Barnett, Rev. Christopher",male,32.3
1687,1,0,"Rodriguez, Major. David",male,52.3
1688,1,0,"Brooks, Mr. Austin",male,53.6
1689,2,0,"Hamilton, Sir. Michael",male,16.0
1690,1,1,"Rice, Lady. Haley",female,5.9
1691,3,1,"Mcdonald, Rev. Joshua",male,34.3
1692,3,1,"Richard, Mrs. Melissa",female,29.7
1693,1,0,"Salazar, Mr. Joseph",male,47.0
1694,1,0,"Rodriguez, Col. Joseph",male,53.9
1695,1,0,"Flowers, Mr. David",male,12.4
1696,1,1,"Diaz, Dr. Alicia",female,21.0
1697,3,1,"Murphy, Miss. Sandra",female,19.0
1698,1,1,"Roberts, Dr. Christina",female,38.8
1699,1,0,"Sanchez, Major. Kevin",male,58.1
1700,1,0,"Charles, Dr. Gene",male,38.9
1701,3,0,"Guzman, Col. Jason",male,20.9
1702,1,0,"Duffy, Sir. Brian",male,22.7
1703,1,1,"Cook, Miss. Jennifer",female,57.3
1704,1,0,"Thompson, Dr. Kenneth",male,43.3
1705,3,0,"Greene, Mr. Allen",male,19.2
1706,1,1,"Madden, Miss. Kimberly",female,5.9
1707,3,0,"Gentry, Miss. Robin",female,14.8
1708,1,0,"Taylor, Major. Steve",male,41.9
1709,1,1,"Garcia, Dr. Nicole",female,34.1
1710,2,0,"Collins, Mr. Mark",male,36.9
1711,1,0,"Graves, Col. Brian",male,61.4
1712,1,0,"Johnson, Col. Matthew",male,46.9
1713,1,0,"Burgess, Mr. Russell",male,39.7
1714,2,1,"Flores, Miss. Brooke",female,36.7
1715,2,0,"Torres, Rev. Justin",male,36.8
1716,1,1,"Jackson, Sir. Robert",male,60.5
1717,2,1,"May, Dr. Jeffrey",male,26.7
1718,1,1,"Watkins, Dr. Peter",male,53.7
1719,3,1,"Ewing, Mrs. Ann",female,4.0
1720,1,1,"Russo, Mr. Christopher",male,64.6
1721,1,0,"Bowers, Rev. Eduardo",male,25.2
1722,1,0,"Coleman, Mr. Christian",male,57.3
1723,1,0,"Rivera, Col. Michael",male,33.5
1724,3,0,"Mcdonald, Mrs. Ashley",female,22.5
1725,1,1,"Boyer, Dr. Mark",male,50.6
1726,3,1,"Stokes, Dr. Lori",female,9.1
1727,1,0,"Williams, Col. Jeremy",male,63.3
1728,1,1,"Gentry, Rev. Mark",male,36.4
1729,1,1,"Wagner, Col. Christopher",male,34.3
1730,1,1,"Miller, Miss. Donna",female,24.1
1731,1,0,"Clark, Sir. Derek",male,27.4
1732,2,1,"Cook, Dr. Lisa",female,33.9
1733,1,0,"Adkins, Mr. David",male,38.4
1734,2,0,"Smith, Mr. Howard",male,34.8
1735,2,1,"Smith, Miss. Jenna",female,20.2
1736,3,1,"Wilkerson, Rev. Charles",male,16.4
1737,1,1,"Kline, Miss. Shannon",female,42.5
1738,3,0,"Franco, Major. Bobby",male,18.4
1739,1,0,"Douglas, Mr. Edwin",male,59.9
1740,2,0,"Roberts, Mr. Scott",male,23.1
1741,3,0,"Rodgers, Sir. Brian",male,38.1
1742,1,0,"Lawson, Major. Matthew",male,9.9
1743,1,1,"Andrews, Miss. Patricia",female,39.1
1744,2,1,"Martinez, Mrs. Katelyn",female,33.2
1745,1,1,"Hancock, Miss. Cristina",female,45.9
1746,3,0,"Morrow, Miss. Alyssa",female,17.3
1747,1,0,"Hall, Rev. Joseph",male,40.8
1748,1,1,"Howard, Dr. Molly",female,39.1
1749,1,0,"Nichols, Rev. Matthew",male,31.9
1750,3,0,"Cox, Col. Michael",male,24.0
1751,1,1,"Johnson, Mrs. Holly",female,33.1
1752,1,1,"Macias, Lady. Elizabeth",female,50.5
1753,3,0,"Li, Lady. Sarah",female,21.7
1754,3,0,"Chavez, Col. Anthony",male,13.3
1755,1,0,"Thomas, Sir. Robert",male,58.9
1756,1,1,"Hernandez, Miss. Janice",female,49.9
1757,3,1,"Hunter, Col. Aaron",male,24.8
1758,2,1,"Frey, Mrs. Kristina",female,17.0
1759,1,1,"Yates, Major. Darrell",male,60.9
1760,2,1,"Jimenez, Dr. Angela",female,49.0
1761,1,0,"Collins, Mr. David",male,34.5
1762,2,1,"Alexander, Dr. Marc",male,49.1
1763,1,0,"Williams, Mr. Nicholas",male,41.6
1764,2,1,"Burke, Countess. Julia",female,41.9
1765,1,1,"Fisher, Dr. Melissa",female,43.6
1766,1,1,"Olson, Countess. Carrie",female,53.7
1767,1,1,"Boyle, Major. Bryan",male,18.5
1768,3,0,"West, Dr. Amber",female,19.7
1769,1,0,"Long, Major. Joshua",male,37.3
1770,2,0,"Brown, Sir. Miguel",male,24.2
1771,3,0,"Roberts, Rev. Jason",male,44.0
1772,1,0,"Lambert, Rev. Walter",male,59.8
1773,1,1,"Silva, Dr. Kathy",female,33.7
1774,1,0,"Rodgers, Major. Evan",male,50.3
1775,1,1,"Weaver, Miss. Katie",female,35.4
1776,1,0,"Jones, Major. Thomas",male,50.7
1777,2,1,"Summers, Countess. Krystal",female,35.4
1778,2,0,"Ramirez, Mr. Timothy",male,44.7
1779,1,0,"Gibbs, Dr. Anthony",male,15.7
1780,2,0,"Rodriguez, Col. Michael",male,50.3
1781,1,0,"Davenport, Rev. Jason",male,48.1
1782,3,0,"Mcguire, Countess. Kristin",female,19.0
1783,2,0,"Cortez, Col. Christian",male,8.7
1784,3,0,"Clayton, Sir. Manuel",male,53.8
1785,2,1,"Howard, Mrs. Rebecca",female,6.6
1786,1,1,"Ramos, Mrs. Cindy",female,34.5
1787,1,1,"Goodwin, Rev. Michael",male,39.5
1788,3,0,"Lopez, Col. Daniel",male,20.5
1789,1,0,"Jones, Dr. Jon",male,46.7
1790,1,1,"Joyce, Major. Kyle",male,34.8
1791,2,1,"Velazquez, Sir. Derek",male,34.1
1792,3,0,"Lee, Rev. Victor",male,33.2
1793,1,0,"Johnson, Dr. John",male,36.7
1794,1,1,"Brooks, Col. Steven",male,42.8
1795,1,1,"Baker, Rev. Jeffrey",male,23.7
1796,2,0,"Gonzalez, Mr. Jerry",male,33.6
1797,3,1,"Buck, Dr. Dana",female,8.8
1798,1,0,"Barron, Dr. Steven",male,50.7
1799,3,1,"Smith, Dr. Jose",male,41.2
1800,1,0,"Figueroa, Col. Derek",male,73.9
1801,3,1,"Cook, Miss. Amber",female,5.0
1802,1,1,"Cunningham, Mrs. Jennifer",female,38.8
1803,1,0,"Briggs, Dr. Alex",male,57.3
1804,1,1,"Castro, Major. Christian",male,48.1
1805,1,1,"Vargas, Mrs. Paige",female,45.7
1806,1,0,"Snow, Sir. David",male,65.2
1807,1,1,"King, Rev. Joshua",male,51.6
1808,1,0,"Bradley, Mr. Michael",male,52.3
1809,1,1,"Ramirez, Miss. Tiffany",female,26.6
1810,2,1,"Clark, Col. Christopher",male,5.7
1811,3,0,"Poole, Col. Alexander",male,17.0
1812,1,1,"Haynes, Dr. Jason",male,54.3
1813,3,0,"Ho, Rev. Keith",male,32.8
1814,1,1,"Hernandez, Major. Zachary",male,26.4
1815,3,0,"Mitchell, Rev. Brian",male,22.3
1816,1,0,"Lowe, Dr. Eric",male,53.4
1817,2,1,"Hickman, Miss. Leslie",female,46.6
1818,1,0,"Anderson, Dr. Scott",male,50.7
1819,1,0,"Gonzalez, Dr. Joshua",male,22.7
1820,1,0,"Smith, Sir. Michael",male,46.9
1821,3,0,"Rodriguez, Sir. Larry",male,22.8
1822,1,0,"Ramirez, Col. Benjamin",male,41.9
1823,3,0,"Rodriguez, Rev. Ricardo",male,33.2
1824,2,0,"Hernandez, Major. Christopher",male,46.4
1825,1,0,"Price, Major. Richard",male,61.4
1826,1,1,"Christensen, Mr. Jason",male,49.8
1827,1,0,"Hancock, Mr. Frank",male,35.7
1828,3,0,"Mcguire, Miss. Autumn",female,23.2
1829,3,0,"Henderson, Rev. Eric",male,4.4
1830,1,1,"Davis, Sir. Ryan",male,42.1
1831,3,0,"Glover, Major. David",male,41.8
1832,3,0,"Schroeder, Col. Chad",male,0.4
1833,1,1,"Adams, Major. Cody",male,63.4
1834,2,0,"Rowland, Major. Christopher",male,38.7
1835,1,1,"Brown, Mr. Matthew",male,35.1
1836,3,0,"Johnson, Col. Justin",male,41.1
1837,1,0,"Eaton, Mr. Jeff",male,58.2
1838,3,0,"Nolan, Dr. Laura",female,20.1
1839,3,1,"Johnston, Rev. Chad",male,10.9
1840,2,0,"Davis, Major. Corey",male,55.5
1841,1,0,"Wilson, Sir. Michael",male,46.3
1842,1,1,"Ramirez, Sir. Joshua",male,53.9
1843,1,0,"Anderson, Rev. Christopher",male,51.8
1844,1,0,"White, Rev. William",male,45.0
1845,2,0,"Clements, Mr. Tyler",male,7.4
1846,2,0,"Howard, Mr. Daniel",male,6.9
1847,3,0,"Greene, Countess. Brittany",female,55.6
1848,1,1,"Johnson, Lady. Karen",female,56.5
1849,3,0,"Rodriguez, Rev. George",male,36.6
1850,1,0,"Pierce, Sir. Dennis",male,54.5
1851,2,1,"Poole, Countess. Megan",female,29.0
1852,2,1,"Taylor, Mrs. Jessica",female,5.5
1853,3,0,"Hart, Mrs. Dawn",female,25.9
1854,3,0,"Oliver, Col. Robert",male,27.2
1855,1,1,"Newton, Miss. Carolyn",female,44.3
1856,1,1,"Lee, Col. Steven",male,25.4
1857,2,0,"Sutton, Col. Peter",male,39.1
1858,2,0,"Banks, Rev. Alex",male,20.0
1859,1,0,"Diaz, Mr. Timothy",male,14.7
1860,1,0,"Harris, Mr. Jose",male,18.4
1861,1,1,"Wheeler, Rev. Adam",male,39.0
1862,1,0,"Cameron, Rev. William",male,28.1
1863,1,0,"Simpson, Sir. James",male,14.5
1864,3,1,"Jacobs, Dr. Jennifer",female,13.0
1865,2,0,"Phillips, Dr. Robert",male,40.7
1866,1,0,"Ford, Dr. David",male,56.6
1867,1,1,"Martinez, Major. Tony",male,52.3
1868,3,0,"Rodriguez, Major. James",male,21.2
1869,1,0,"Williams, Major. Troy",male,30.1
1870,2,0,"Mack, Dr. Angela",female,17.4
1871,2,0,"Cooper, Dr. Joseph",male,43.7
1872,1,1,"Contreras, Mr. Michael",male,28.4
1873,2,0,"Thompson, Rev. Charles",male,7.7
