Pclass,Sex,Survived,PassengerId,Name,Age
1,male,0,1180,"Davis, Col. Alejandro",24.5
3,male,0,1181,"Johnson, Sir. Michael",18.7
1,female,1,1182,"Watson, Countess. Danielle",46.4
1,male,0,1183,"Valdez, Col. John",40.3
3,female,1,1184,"Le, Dr. Hayley",6.8
2,male,0,1185,"Cabrera, Col. Austin",4.8
3,male,0,1186,"Long, Major. Brian",19.4
1,male,1,1187,"Small, Col. Jamie",31.2
1,male,0,1188,"Russell, Mr. James",33.4
2,male,0,1189,"Harris, Col. Ryan",26.4
1,male,0,1190,"Lewis, Col. David",51.0
1,female,1,1191,"Carlson, Dr. Debbie",22.3
1,female,1,1192,"Mitchell, Dr. Maria",26.4
1,male,0,1193,"Thompson, Sir. Christopher",41.4
1,male,0,1194,"Hanna, Col. Joseph",37.6
2,male,0,1195,"Terry, Mr. Dennis",37.8
1,female,1,1196,"Davis, Miss. Sarah",43.8
1,female,1,1197,"Sullivan, Dr. Cindy",4.4
1,female,1,1198,"Powers, Lady. Suzanne",36.8
2,male,0,1199,"Russell, Sir. Richard",4.9
2,male,0,1200,"Moore, Sir. Nathan",35.8
1,female,1,1201,"Oliver, Countess. Jill",22.3
1,female,1,1202,"Gray, Lady. Elaine",15.1
1,male,0,1203,"Pittman, Sir. Paul",44.3
1,male,1,1204,"Poole, Rev. Daniel",66.6
3,male,0,1205,"Gates, Mr. Bradley",31.2
3,male,0,1206,"Thomas, Major. Cole",33.8
3,male,0,1207,"Green, Sir. Brandon",25.5
3,female,1,1208,"Dunn, Dr. Crystal",16.3
1,female,1,1209,"Miller, Lady. Katie",25.4
3,male,0,1210,"Henry, Dr. Jesus",21.3
1,male,0,1211,"Thompson, Dr. Eric",36.2
2,male,0,1212,"Wells, Rev. Trevor",22.7
1,female,1,1213,"Carpenter, Countess. Christine",32.9
3,female,0,1214,"Higgins, Mrs. Ann",27.7
3,male,0,1215,"Brooks, Major. Jeffrey",26.4
1,male,0,1216,"Williams, Major. Andrew",40.6
1,female,1,1217,"Jacobson, Miss. Jill",35.3
2,male,1,1218,"Combs, Major. Max",26.5
1,female,1,1219,"Wright, Countess. Valerie",37.9
1,female,1,1220,"Gibson, Mrs. Nicole",36.7
1,female,1,1221,"Cohen, Lady. Susan",42.6
3,male,0,1222,"Harper, Dr. Mark",27.4
3,female,1,1223,"Fleming, Mrs. Christine",18.1
3,male,0,1224,"Carrillo, Sir. Kenneth",32.6
1,male,1,1225,"Rojas, Rev. Robert",40.2
1,female,0,1226,"Sanders, Dr. Jennifer",38.1
3,male,0,1227,"Hawkins, Rev. Andrew",34.5
1,male,0,1228,"Carlson, Dr. Shane",52.0
1,female,1,1229,"Benson, Countess. Kimberly",33.8
1,male,1,1230,"Valentine, Col. Derek",16.6
1,male,1,1231,"Mason, Major. Dennis",51.5
1,male,1,1232,"Mcpherson, Col. Ryan",58.2
1,female,1,1233,"Pineda, Dr. Ashley",50.0
2,female,1,1234,"Barton, Miss. Heather",28.5
2,male,0,1235,"Clayton, Mr. Jacob",9.8
1,male,0,1236,"Robinson, Sir. Peter",24.0
2,female,1,1237,"Terrell, Countess. Sabrina",7.5
1,male,0,1238,"Roman, Sir. Mark",31.9
1,female,1,1239,"Campbell, Lady. Shannon",42.3
2,male,0,1240,"Huang, Dr. Thomas",34.3
3,male,0,1241,"Wheeler, Mr. Michael",38.2
1,male,0,1242,"Sanchez, Col. James",39.0
1,male,0,1243,"Singleton, Rev. Daniel",64.0
1,female,1,1244,"Perkins, Miss. Kimberly",43.3
1,male,0,1245,"Mcmahon, Sir. William",33.1
1,female,1,1246,"Calhoun, Dr. Kayla",21.1
1,male,0,1247,"Cooper, Mr. Michael",79.3
1,male,0,1248,"Cox, Rev. Anthony",52.8
1,male,0,1249,"Benitez, Dr. Daniel",57.2
2,female,1,1250,"Smith, Mrs. Teresa",21.7
1,male,0,1251,"Wells, Col. Stephen",26.0
1,male,0,1252,"Thomas, Dr. Justin",51.4
1,male,0,1253,"Riley, Mr. Gary",34.3
1,male,1,1254,"Patton, Major. Daniel",47.9
1,female,1,1255,"Rivas, Dr. Tabitha",37.6
1,male,0,1256,"Alvarado, Col. Travis",25.6
1,female,1,1257,"Rodriguez, Miss. Alexandra",46.9
1,male,0,1258,"Clay, Col. Joshua",22.5
2,male,1,1259,"Moore, Dr. Allen",56.3
3,male,0,1260,"Patel, Sir. John",24.7
3,male,0,1261,"Mcclain, Rev. Jason",35.4
1,female,1,1262,"White, Mrs. Martha",37.1
2,male,0,1263,"Martin, Dr. Craig",23.6
1,male,0,1264,"Franco, Major. Samuel",65.4
3,female,1,1265,"Rose, Countess. Jennifer",23.0
2,female,1,1266,"Smith, Dr. Sophia",36.8
2,male,0,1267,"Hartman, Dr. Adam",29.7
2,male,1,1268,"Griffin, Mr. Joe",5.6
1,female,1,1269,"Campbell, Dr. Jamie",17.2
1,male,0,1270,"Hill, Rev. Justin",24.4
2,male,0,1271,"Carroll, Sir. Michael",35.4
1,male,1,1272,"Walsh, Major. Steven",45.1
1,female,1,1273,"Lucas, Mrs. Donna",0.5
1,male,0,1274,"Freeman, Major. Barry",30.8
2,male,0,1275,"Morris, Dr. Tyler",49.8
3,male,0,1276,"Barnes, Major. Scott",11.7
1,male,1,1277,"Peters, Sir. James",44.0
2,male,0,1278,"Tucker, Col. Jimmy",13.5
2,male,0,1279,"Marks, Mr. David",38.4
3,female,1,1280,"Johnson, Lady. Alexandra",13.8
1,female,1,1281,"Hunt, Dr. Jennifer",36.1
2,male,0,1282,"Houston, Dr. Jason",37.1
3,male,0,1283,"Rice, Major. Jonathan",12.1
2,female,1,1284,"Dodson, Countess. Katherine",18.9
3,female,0,1285,"Duran, Countess. Tara",10.8
1,male,0,1286,"Glover, Dr. Micheal",50.2
1,female,1,1287,"Ortiz, Countess. Angela",23.1
1,female,1,1288,"Jones, Countess. Michelle",31.8
1,male,1,1289,"Huff, Mr. John",55.9
2,male,0,1290,"Alvarez, Rev. Eddie",23.8
1,male,1,1291,"Morales, Rev. Joshua",51.3
1,male,1,1292,"Obrien, Rev. Chad",21.3
1,male,0,1293,"Walker, Sir. Garrett",57.8
1,female,1,1294,"Preston, Lady. Kimberly",33.2
1,male,0,1295,"Robinson, Rev. Richard",43.1
1,male,1,1296,"Merritt, Rev. George",77.4
3,male,0,1297,"Reid, Rev. Richard",37.5
1,male,0,1298,"Oliver, Dr. Timothy",41.5
2,male,0,1299,"Woods, Mr. Andrew",13.5
3,female,0,1300,"White, Dr. Lisa",38.4
3,male,0,1301,"Johnson, Col. Jason",36.1
2,female,1,1302,"Arnold, Countess. Jessica",4.8
2,female,0,1303,"Nolan, Dr. Rachael",41.5
3,male,0,1304,"Lindsey, Col. Matthew",31.3
1,male,0,1305,"Donovan, Major. Christopher",45.6
1,female,1,1306,"Calderon, Miss. Shelly",34.8
3,male,0,1307,"Coleman, Col. Bruce",26.4
2,male,0,1308,"Mercado, Rev. David",34.1
1,male,0,1309,"Rodriguez, Rev. Jason",19.9
1,male,0,1310,"Mills, Dr. Michael",19.2
1,male,0,1311,"Hernandez, Col. Timothy",50.3
1,male,0,1312,"Sanchez, Rev. Christopher",40.7
1,female,1,1313,"Franklin, Lady. Tracy",42.2
2,female,1,1314,"Miller, Dr. Andrea",26.7
1,female,1,1315,"Owens, Miss. Cynthia",46.7
1,female,1,1316,"Gutierrez, Lady. Misty",21.9
3,male,0,1317,"Thompson, Dr. Wesley",24.6
2,male,0,1318,"Santiago, Rev. Jeremy",29.3
1,female,1,1319,"Davis, Dr. Jordan",50.8
1,male,0,1320,"Fitzgerald, Mr. John",56.9
1,male,0,1321,"Garcia, Sir. William",39.2
1,male,1,1322,"Lee, Col. Scott",47.2
1,male,0,1323,"Mitchell, Col. Vincent",35.7
1,male,0,1324,"Mclean, Rev. Brian",44.4
2,male,0,1325,"Gonzales, Major. Dustin",35.2
1,male,0,1326,"Vasquez, Sir. Thomas",66.0
3,male,0,1327,"Nelson, Mr. Anthony",4.9
1,male,0,1328,"Rosales, Major. Brian",28.5
1,male,0,1329,"Waters, Mr. David",42.8
2,female,1,1330,"Horn, Miss. Tracy",21.2
1,female,1,1331,"Sanchez, Countess. Stephanie",48.9
2,male,0,1332,"Allen, Major. Wesley",15.3
1,male,1,1333,"Vega, Sir. Michael",36.9
1,female,1,1334,"Brown, Miss. Danielle",26.3
3,female,0,1335,"Castaneda, Miss. Robin",6.1
3,female,1,1336,"Powell, Lady. Norma",35.4
1,female,1,1337,"Chan, Dr. Margaret",11.9
1,male,1,1338,"Williams, Rev. Joseph",39.0
1,male,0,1339,"Carson, Mr. Danny",64.8
2,female,1,1340,"Russell, Lady. Amber",29.6
1,female,1,1341,"Gaines, Dr. Haley",27.8
2,male,0,1342,"Graves, Rev. Allen",22.4
1,female,1,1343,"Becker, Miss. Caitlin",43.2
1,male,0,1344,"Alvarado, Rev. James",10.1
1,male,0,1345,"Brooks, Mr. Ethan",33.4
1,male,0,1346,"Smith, Mr. Derrick",28.3
2,female,0,1347,"Johnson, Mrs. Jennifer",27.4
3,female,1,1348,"Bates, Miss. Heather",30.3
2,female,1,1349,"Cantu, Miss. Regina",30.5
2,male,1,1350,"Johnston, Major. Brandon",36.3
3,female,1,1351,"Hoffman, Lady. Melanie",17.4
1,male,0,1352,"Hunter, Mr. Kenneth",39.7
2,male,0,1353,"Campbell, Col. Benjamin",41.5
1,male,0,1354,"Edwards, Major. Jay",67.0
1,male,0,1355,"Sampson, Rev. Nicholas",36.3
2,male,0,1356,"Jones, Rev. Ryan",25.3
2,female,1,1357,"Bautista, Dr. Rebekah",43.1
3,male,0,1358,"Singh, Rev. David",22.6
1,male,0,1359,"Campbell, Mr. Devin",62.6
3,female,1,1360,"Ross, Lady. Savannah",19.0
1,female,1,1361,"Christian, Mrs. Taylor",43.5
1,male,1,1362,"Harris, Dr. Matthew",36.2
1,male,0,1363,"Barton, Col. Michael",56.1
3,male,0,1364,"Scott, Rev. Daniel",26.3
1,male,0,1365,"Wells, Mr. Walter",61.4
1,female,1,1366,"Thomas, Mrs. Shirley",48.9
3,male,0,1367,"Macdonald, Col. Brian",23.5
1,male,0,1368,"Herrera, Mr. Jermaine",5.5
2,male,0,1369,"Howell, Dr. Jonathan",29.6
1,male,0,1370,"Scott, Col. William",36.7
3,male,0,1371,"Carroll, Rev. Brandon",11.8
1,male,1,1372,"Fuller, Major. Marc",34.1
3,male,0,1373,"Smith, Sir. Justin",51.3
2,male,1,1374,"Weber, Dr. Chad",42.5
3,female,1,1375,"Robles, Mrs. Jessica",33.1
1,male,1,1376,"Jackson, Col. Timothy",28.1
1,male,0,1377,"Davies, Mr. Luis",51.7
1,male,0,1378,"Bishop, Rev. Cody",28.8
1,male,0,1379,"Rice, Rev. Adam",42.9
1,male,1,1380,"Welch, Rev. Daniel",24.9
1,female,1,1381,"Rodriguez, Countess. Erica",63.6
2,male,0,1382,"Olsen, Mr. Craig",8.9
2,male,0,1383,"Willis, Rev. Max",16.5
3,female,1,1384,"Wolf, Countess. Crystal",13.3
3,male,0,1385,"Clark, Col. Juan",26.6
3,male,0,1386,"Navarro, Mr. Jason",11.6
1,male,0,1387,"Mays, Major. Jonathan",37.5
3,male,0,1388,"Atkins, Dr. David",34.9
3,female,0,1389,"White, Mrs. Cassandra",19.5
1,male,1,1390,"Johnson, Major. Tommy",47.7
3,male,0,1391,"Brown, Rev. Zachary",55.4
1,male,1,1392,"Collins, Major. Wayne",51.7
2,female,1,1393,"Pace, Mrs. Jennifer",31.4
2,male,1,1394,"Daniel, Major. Jacob",41.5
1,female,1,1395,"Martinez, Countess. Susan",38.1
2,female,1,1396,"Santos, Miss. Jill",41.5
1,male,0,1397,"Daniels, Sir. Jeffery",37.6
3,female,0,1398,"Hernandez, Mrs. Melanie",0.2
2,male,0,1399,"Wilson, Mr. Nicholas",17.6
1,female,1,1400,"Flores, Dr. Amanda",45.9
2,male,0,1401,"Graham, Dr. Jose",45.5
3,male,0,1402,"Smith, Major. Joel",15.6
3,female,0,1403,"Meyers, Countess. Brandy",24.9
3,male,0,1404,"Jensen, Col. Nathan",25.4
1,female,1,1405,"Nelson, Mrs. Lori",30.0
1,male,0,1406,"Wright, Dr. Brent",50.0
2,female,1,1407,"Lee, Dr. Theresa",29.5
3,male,0,1408,"Reynolds, Sir. Lee",22.3
3,female,1,1409,"Nguyen, Dr. Stephanie",7.8
3,male,0,1410,"Wood, Rev. Paul",25.8
1,male,0,1411,"Lloyd, Rev. Jimmy",32.9
1,female,1,1412,"Aguilar, Mrs. Paula",41.9
1,male,0,1413,"Mills, Mr. Robert",35.4
2,female,1,1414,"Mcclain, Lady. Maria",28.9
3,male,0,1415,"Rojas, Sir. Mark",20.3
2,female,1,1416,"Ross, Miss. Elizabeth",35.1
2,male,0,1417,"Wall, Mr. Eddie",25.1
1,male,0,1418,"Hughes, Mr. Aaron",30.4
1,male,1,1419,"Lopez, Dr. Shannon",26.7
1,male,0,1420,"Garrison, Major. Russell",28.5
3,female,1,1421,"Porter, Mrs. Jeanette",26.5
3,male,0,1422,"Rodgers, Col. Thomas",34.2
1,female,1,1423,"Owens, Countess. Andrea",7.8
1,male,0,1424,"Miles, Sir. Robert",37.6
1,female,1,1425,"Palmer, Mrs. Olivia",34.6
1,female,1,1426,"Kramer, Dr. Amanda",39.8
2,male,0,1427,"Clark, Col. Joel",33.7
1,female,1,1428,"Figueroa, Lady. Elizabeth",30.3
1,male,1,1429,"Ballard, Dr. Curtis",36.7
1,female,1,1430,"Oliver, Countess. Cynthia",50.1
3,male,0,1431,"Smith, Mr. Brian",23.0
3,male,0,1432,"Moore, Dr. Scott",35.7
1,male,0,1433,"Scott, Col. Cole",36.8
1,female,1,1434,"Bowman, Lady. Debra",38.3
1,male,1,1435,"Hunt, Mr. Anthony",52.9
1,male,0,1436,"Horton, Mr. Jared",25.7
2,male,0,1437,"Nelson, Mr. Sean",41.0
1,male,0,1438,"Johnson, Dr. Michael",20.5
1,female,1,1439,"Kelly, Countess. Pamela",0.4
1,male,0,1440,"Miller, Rev. Matthew",41.6
2,female,1,1441,"Roberts, Countess. Christina",24.6
1,male,0,1442,"Smith, Dr. Jeffrey",0.4
1,male,0,1443,"Mcdaniel, Col. Patrick",50.3
1,male,0,1444,"Smith, Col. Daniel",33.0
3,female,1,1445,"Grant, Countess. Natalie",21.3
1,male,0,1446,"Coleman, Sir. Dylan",48.5
1,male,0,1447,"Jones, Major. Michael",21.0
1,female,1,1448,"Middleton, Miss. Laura",15.1
1,male,0,1449,"Flores, Major. Brian",51.2
1,female,1,1450,"Mckinney, Countess. Rebecca",41.4
3,male,1,1451,"Martinez, Dr. Victor",17.3
2,male,0,1452,"Walker, Dr. Daniel",43.6
1,male,0,1453,"Smith, Rev. Christopher",28.3
1,male,1,1454,"Gonzalez, Col. Jeffery",68.3
1,male,1,1455,"Smith, Dr. Blake",58.5
3,male,0,1456,"Jackson, Col. John",5.5
2,male,0,1457,"Walker, Col. Samuel",42.2
2,male,1,1458,"Mccormick, Mr. John",30.8
2,male,0,1459,"Vasquez, Col. Jeremiah",41.3
3,male,1,1460,"Spencer, Col. Calvin",37.2
3,male,1,1461,"Hatfield, Rev. Robert",35.1
2,female,1,1462,"Fischer, Lady. Ashley",7.1
3,male,0,1463,"Miller, Rev. Cody",15.8
1,male,0,1464,"Allen, Major. Jerry",35.3
1,male,0,1465,"Gomez, Sir. Sergio",30.6
1,male,1,1466,"Knight, Rev. Brett",47.5
3,male,0,1467,"Moore, Rev. Brandon",22.6
1,male,1,1468,"Johnson, Major. Christopher",41.7
2,male,1,1469,"Henry, Major. Andrew",30.5
1,male,0,1470,"Adams, Major. Michael",43.4
1,male,0,1471,"Huff, Major. Jared",34.7
3,female,1,1472,"Ray, Lady. Jennifer",18.9
3,female,0,1473,"Smith, Mrs. Melinda",50.1
2,male,0,1474,"Burch, Dr. Matthew",35.1
3,male,0,1475,"Miller, Sir. Jerome",24.8
3,male,0,1476,"Poole, Mr. Ryan",5.8
3,female,1,1477,"Hernandez, Lady. Gina",9.4
1,male,1,1478,"Lopez, Rev. Wayne",18.7
1,male,1,1479,"Farrell, Rev. Shane",43.3
1,male,1,1480,"Baker, Col. James",33.6
1,male,1,1481,"Carlson, Rev. Tony",45.9
1,female,1,1482,"Harmon, Countess. Monique",31.1
1,male,0,1483,"Clarke, Sir. Jonathan",54.8
2,male,0,1484,"Young, Mr. Alexander",30.1
1,male,0,1485,"Francis, Major. Dean",54.8
1,female,1,1486,"Conley, Mrs. Julie",45.8
3,male,0,1487,"Gray, Mr. Kenneth",38.0
1,female,1,1488,"Chen, Countess. Wendy",27.2
1,male,0,1489,"Davis, Rev. Anthony",9.0
3,female,0,1490,"Ashley, Countess. Madeline",9.2
1,female,1,1491,"Lucas, Dr. Mackenzie",21.2
3,female,0,1492,"Walker, Mrs. Janice",24.4
1,male,1,1493,"Myers, Dr. Patrick",42.8
2,female,1,1494,"Brock, Dr. Jasmine",37.3
1,male,1,1495,"Hicks, Col. Jeffrey",61.3
2,female,1,1496,"Ayers, Miss. Elizabeth",0.4
1,male,0,1497,"Gomez, Col. Tyrone",37.9
2,male,0,1498,"Hawkins, Rev. Jack",14.1
2,male,0,1499,"Barnett, Col. Terry",45.9
3,female,0,1500,"Park, Lady. Debra",8.4
1,male,0,1501,"Manning, Major. Carl",10.3
1,male,0,1502,"Huber, Col. Eric",63.8
2,male,0,1503,"Rowe, Rev. Chad",37.9
1,male,1,1504,"Lester, Major. Andre",56.4
2,female,0,1505,"Boyer, Miss. Emily",39.1
2,male,1,1506,"Hernandez, Dr. Michael",24.1
1,female,1,1507,"Escobar, Mrs. Joyce",23.6
1,male,0,1508,"Castillo, Col. Paul",28.9
3,male,0,1509,"Christian, Col. Anthony",31.2
2,female,1,1510,"Williams, Countess. Danielle",34.7
1,male,0,1511,"Snow, Dr. Brandon",51.2
3,male,0,1512,"Wilson, Rev. Matthew",13.4
3,male,0,1513,"Evans, Major. Douglas",31.2
1,female,1,1514,"Mendez, Dr. Cynthia",42.1
2,male,0,1515,"Freeman, Rev. William",4.8
1,female,1,1516,"Carlson, Dr. Crystal",22.9
1,female,1,1517,"Mcbride, Countess. Brooke",35.3
3,male,0,1518,"Hale, Major. Kenneth",24.0
1,male,0,1519,"Thomas, Mr. Cameron",35.6
3,female,0,1520,"Miller, Miss. Shannon",19.9
1,male,1,1521,"Webb, Col. Charles",56.0
1,male,1,1522,"Phillips, Sir. Daniel",48.7
1,male,1,1523,"Fuller, Major. Jeremy",41.0
1,female,1,1524,"Hunter, Lady. Ashley",22.5
1,male,1,1525,"Phillips, Col. Alexander",60.9
1,male,0,1526,"Harris, Col. Brandon",32.9
2,male,0,1527,"Silva, Major. William",46.4
1,female,1,1528,"Gibbs, Mrs. Rachel",49.9
1,female,1,1529,"Carpenter, Miss. Shelby",22.0
3,male,0,1530,"Foster, Major. Luke",17.4
1,male,0,1531,"Kelly, Col. Lance",48.0
3,male,0,1532,"Hendrix, Col. Jeffrey",12.9
2,female,1,1533,"Moore, Dr. Lauren",29.1
2,male,1,1534,"Davis, Sir. Wesley",34.3
3,male,0,1535,"Long, Mr. Jordan",43.3
1,male,0,1536,"James, Sir. John",24.5
1,female,1,1537,"Olson, Lady. Kristen",55.9
3,male,0,1538,"Morales, Rev. Shaun",25.4
1,female,1,1539,"Rivers, Miss. Lindsey",50.4
1,female,1,1540,"Stephens, Lady. Hannah",10.4
3,female,0,1541,"Henderson, Mrs. Jennifer",25.4
1,male,0,1542,"Morgan, Sir. Kenneth",37.0
1,female,1,1543,"Bullock, Miss. Katherine",38.3
1,male,0,1544,"Branch, Col. Samuel",44.0
1,male,0,1545,"Khan, Col. Christopher",51.2
1,male,1,1546,"Zimmerman, Mr. Nathan",57.0
2,male,0,1547,"Ramirez, Major. Dylan",36.8
2,male,0,1548,"Hughes, Col. Darrell",6.6
1,male,0,1549,"Stafford, Mr. Michael",38.1
1,male,1,1550,"Smith, Major. Raymond",34.5
1,male,1,1551,"Ruiz, Sir. Kevin",15.2
1,male,1,1552,"Ramirez, Dr. Larry",21.4
3,male,0,1553,"Edwards, Sir. Victor",35.7
1,male,0,1554,"Gonzalez, Rev. James",55.7
3,male,0,1555,"Levine, Rev. Brandon",22.5
1,male,0,1556,"Clay, Sir. John",43.9
3,male,0,1557,"Patterson, Mr. Christopher",10.5
1,male,0,1558,"Briggs, Dr. Logan",30.9
1,female,1,1559,"Neal, Dr. Jenna",15.1
1,male,1,1560,"Brooks, Major. Richard",49.2
2,male,0,1561,"Oconnor, Sir. Jack",29.5
1,female,1,1562,"Rodriguez, Lady. Jody",24.1
1,female,1,1563,"Wong, Lady. Ashley",47.0
2,male,0,1564,"Rivera, Sir. Edward",16.1
3,male,0,1565,"Hawkins, Mr. Jeremy",50.1
1,female,1,1566,"Gordon, Miss. Courtney",36.2
1,male,0,1567,"Aguilar, Col. Joshua",56.8
1,male,1,1568,"White, Major. Cole",37.5
1,male,0,1569,"Porter, Sir. Mark",23.0
1,male,1,1570,"Adams, Mr. Joshua",45.7
1,male,1,1571,"Smith, Rev. Ivan",48.2
1,male,0,1572,"Rodriguez, Major. Mark",22.1
1,male,1,1573,"Hernandez, Sir. Tracy",29.7
1,female,1,1574,"Shelton, Lady. Alyssa",38.3
1,female,1,1575,"Wilkinson, Mrs. Amy",41.1
2,female,1,1576,"Johnston, Miss. Jennifer",5.3
1,male,1,1577,"Anderson, Rev. Jeremy",43.1
1,male,0,1578,"Prince, Sir. Matthew",4.7
1,male,0,1579,"Harrison, Dr. Adam",34.9
1,male,0,1580,"Davis, Dr. Hunter",27.6
1,male,0,1581,"Good, Dr. Gregory",47.3
3,male,1,1582,"Matthews, Major. Christian",28.8
2,male,0,1583,"White, Rev. Alexander",33.4
2,female,1,1584,"Miller, Countess. Beverly",8.1
2,female,1,1585,"Clark, Miss. Kaitlin",27.9
1,male,0,1586,"Contreras, Dr. Christopher",11.6
1,male,0,1587,"Adams, Major. Christian",40.7
1,male,0,1588,"Christian, Dr. Thomas",52.5
1,female,1,1589,"Diaz, Mrs. Adriana",32.8
3,male,0,1590,"Torres, Major. Sean",31.0
2,female,1,1591,"Brown, Dr. Chelsea",15.2
1,male,0,1592,"Strong, Col. Douglas",68.8
3,female,1,1593,"Richardson, Miss. Elizabeth",18.2
3,male,0,1594,"Ball, Mr. Dalton",35.4
1,male,0,1595,"Madden, Sir. Kevin",27.2
2,female,1,1596,"Chen, Mrs. Denise",42.5
2,female,1,1597,"Johnson, Miss. Amy",40.2
3,female,1,1598,"Maldonado, Dr. Natalie",17.0
1,male,0,1599,"Powell, Dr. Michael",51.7
1,female,1,1600,"Garner, Dr. Taylor",47.6
2,female,1,1601,"Spears, Dr. Taylor",17.0
2,male,0,1602,"Padilla, Major. Matthew",30.8
2,female,1,1603,"Thomas, Countess. Heather",34.8
2,female,1,1604,"Smith, Dr. Caitlyn",32.5
3,male,0,1605,"Roberts, Mr. William",38.1
2,male,0,1606,"Rodriguez, Mr. Albert",37.4
1,female,0,1607,"White, Dr. Shannon",27.8
1,female,1,1608,"Ramirez, Mrs. Yolanda",51.8
1,male,1,1609,"Jackson, Rev. Kelly",56.2
2,male,0,1610,"Perez, Sir. Kurt",23.1
2,male,0,1611,"Winters, Mr. Joseph",24.5
1,male,1,1612,"Cox, Col. Mark",20.8
1,female,1,1613,"Hall, Lady. Savannah",42.8
1,male,0,1614,"Allen, Dr. Christopher",18.3
1,male,0,1615,"Stevens, Rev. Justin",56.8
3,male,0,1616,"Mitchell, Rev. Andrew",30.1
2,male,1,1617,"Kirk, Major. Nicholas",28.5
1,male,0,1618,"Kemp, Major. Kyle",52.4
2,female,1,1619,"Luna, Lady. Jennifer",41.5
1,female,1,1620,"Stephens, Countess. Jessica",36.6
1,male,1,1621,"Hernandez, Dr. Charles",26.4
1,female,1,1622,"Young, Lady. Sarah",32.0
3,female,1,1623,"White, Countess. Sheila",39.8
1,female,1,1624,"Francis, Dr. Kelly",51.9
1,male,0,1625,"Herrera, Major. Robert",46.3
1,male,0,1626,"Jenkins, Sir. Robert",64.3
1,female,1,1627,"Knight, Lady. Tammy",51.8
1,male,0,1628,"Cooley, Sir. John",16.8
2,male,0,1629,"Williams, Mr. Robert",24.9
1,male,0,1630,"Allen, Major. Russell",23.4
1,female,1,1631,"King, Dr. Monica",40.6
1,male,1,1632,"Davis, Mr. Jesse",39.2
1,male,1,1633,"Alvarado, Major. Michael",43.4
1,female,1,1634,"Reed, Countess. Barbara",54.9
3,male,0,1635,"Warren, Rev. Eric",22.0
1,male,0,1636,"Martin, Sir. Drew",19.8
1,female,1,1637,"White, Mrs. Emily",36.5
1,female,0,1638,"Robertson, Countess. Alexis",52.5
1,male,1,1639,"Anderson, Major. Christopher",42.7
3,male,0,1640,"Carlson, Major. Lance",15.7
1,male,0,1641,"Carroll, Sir. Eduardo",42.4
2,male,0,1642,"Meyers, Major. Bruce",27.9
1,male,1,1643,"Robinson, Dr. Philip",45.9
3,male,1,1644,"Leon, Major. Allen",0.2
2,male,0,1645,"Weaver, Dr. Christopher",39.3
2,male,0,1646,"West, Rev. Brandon",19.7
1,male,1,1647,"Smith, Rev. Christopher",59.9
1,female,1,1648,"Parker, Dr. Nancy",39.1
1,male,1,1649,"Cunningham, Sir. Richard",50.3
1,male,0,1650,"White, Major. John",36.0
1,male,0,1651,"Matthews, Major. David",49.4
1,female,1,1652,"Smith, Lady. Brenda",39.2
1,male,1,1653,"Holmes, Dr. Shawn",53.9
1,male,0,1654,"Harris, Col. Walter",42.5
1,male,0,1655,"Lara, Major. Vincent",15.0
2,female,1,1656,"King, Countess. Denise",15.5
2,female,1,1657,"Norris, Dr. Denise",28.2
1,female,0,1658,"Phillips, Countess. Christina",14.3
2,male,0,1659,"Wolf, Sir. Michael",12.7
1,male,1,1660,"Sexton, Rev. Jon",59.6
1,female,1,1661,"Barrera, Miss. Cheyenne",30.0
2,male,0,1662,"Roberts, Rev. Keith",25.9
3,female,1,1663,"Johnson, Mrs. Lindsey",36.4
2,female,1,1664,"Wagner, Dr. Danielle",25.6
2,female,1,1665,"Grimes, Mrs. Helen",28.1
2,male,0,1666,"Jones, Major. Christopher",19.9
3,male,0,1667,"Robertson, Dr. Jeremiah",18.7
1,male,1,1668,"Powell, Dr. Reginald",43.6
1,female,1,1669,"Joseph, Miss. Tanya",31.7
1,male,0,1670,"Villanueva, Rev. Jason",48.3
1,male,1,1671,"Fernandez, Dr. Michael",42.3
1,female,1,1672,"Buckley, Miss. Marissa",50.5
1,male,1,1673,"Sawyer, Mr. Andrew",43.2
1,male,0,1674,"Miller, Rev. Jerry",22.3
1,female,1,1675,"Jones, Countess. Sabrina",45.3
3,female,0,1676,"Potter, Miss. Crystal",46.7
1,male,1,1677,"Mclaughlin, Col. Jason",34.8
1,female,1,1678,"Wall, Miss. Ann",5.4
2,male,1,1679,"Hubbard, Sir. James",23.0
2,male,0,1680,"Robinson, Mr. James",10.4
3,male,0,1681,"Glover, Rev. Juan",26.1
2,male,0,1682,"Young, Col. Matthew",30.7
3,male,0,1683,"Brewer, Dr. James",20.6
3,male,0,1684,"Harding, Sir. Isaiah",23.1
2,male,0,1685,"Holmes, Mr. Gregory",28.0
2,male,0,1686,"Barnett, Rev. Christopher",32.3
1,male,0,1687,"Rodriguez, Major. David",52.3
1,male,0,1688,"Brooks, Mr. Austin",53.6
2,male,0,1689,"Hamilton, Sir. Michael",16.0
1,female,1,1690,"Rice, Lady. Haley",5.9
3,male,1,1691,"Mcdonald, Rev. Joshua",34.3
3,female,1,1692,"Richard, Mrs. Melissa",29.7
1,male,0,1693,"Salazar, Mr. Joseph",47.0
1,male,0,1694,"Rodriguez, Col. Joseph",53.9
