PassengerId,Name,Sex,Age,SibSp,Parch
1450,"Mckinney, Countess. Rebecca",female,41.4,0,0
1451,"Martinez, Dr. Victor",male,17.3,0,0
1452,"Walker, Dr. Daniel",male,43.6,1,0
1453,"Smith, Rev. Christopher",male,28.3,1,0
1454,"Gonzalez, Col. Jeffery",male,68.3,1,0
1455,"Smith, Dr. Blake",male,58.5,0,0
1456,"Jackson, Col. John",male,5.5,2,0
1457,"Walker, Col. Samuel",male,42.2,0,0
1458,"Mccormick, Mr. John",male,30.8,1,1
1459,"Vasquez, Col. Jeremiah",male,41.3,0,0
1460,"Spencer, Col. Calvin",male,37.2,0,0
1461,"Hatfield, Rev. Robert",male,35.1,1,0
1462,"Fischer, Lady. Ashley",female,7.1,0,1
1463,"Miller, Rev. Cody",male,15.8,2,1
1464,"Allen, Major. Jerry",male,35.3,0,0
1465,"Gomez, Sir. Sergio",male,30.6,1,0
1466,"Knight, Rev. Brett",male,47.5,1,0
1467,"Moore, Rev. Brandon",male,22.6,2,0
1468,"Johnson, Major. Christopher",male,41.7,0,1
1469,"Henry, Major. Andrew",male,30.5,0,0
1470,"Adams, Major. Michael",male,43.4,1,0
1471,"Huff, Major. Jared",male,34.7,1,0
1472,"Ray, Lady. Jennifer",female,18.9,0,0
1473,"Smith, Mrs. Melinda",female,50.1,0,0
1474,"Burch, Dr. Matthew",male,35.1,0,1
1475,"Miller, Sir. Jerome",male,24.8,1,1
1476,"Poole, Mr. Ryan",male,5.8,1,2
1477,"Hernandez, Lady. Gina",female,9.4,0,0
1478,"Lopez, Rev. Wayne",male,18.7,1,0
1479,"Farrell, Rev. Shane",male,43.3,2,0
1480,"Baker, Col. James",male,33.6,1,0
1481,"Carlson, Rev. Tony",male,45.9,0,1
1482,"Harmon, Countess. Monique",female,31.1,1,0
1483,"Clarke, Sir. Jonathan",male,54.8,0,0
1484,"Young, Mr. Alexander",male,30.1,1,0
1485,"Francis, Major. Dean",male,54.8,1,0
1486,"Conley, Mrs. Julie",female,45.8,1,1
1487,"Gray, Mr. Kenneth",male,38,1,1
1488,"Chen, Countess. Wendy",female,27.2,0,0
1489,"Davis, Rev. Anthony",male,9,0,0
1490,"Ashley, Countess. Madeline",female,9.2,2,0
1491,"Lucas, Dr. Mackenzie",female,21.2,1,1
1492,"Walker, Mrs. Janice",female,24.4,1,1
1493,"Myers, Dr. Patrick",male,42.8,0,1
1494,"Brock, Dr. Jasmine",female,37.3,0,0
1495,"Hicks, Col. Jeffrey",male,61.3,1,0
1496,"Ayers, Miss. Elizabeth",female,0.4,1,0
1497,"Gomez, Col. Tyrone",male,37.9,0,0
1498,"Hawkins, Rev. Jack",male,14.1,1,1
1499,"Barnett, Col. Terry",male,45.9,1,0
1500,"Park, Lady. Debra",female,8.4,1,1
1501,"Manning, Major. Carl",male,10.3,0,0
1502,"Huber, Col. Eric",male,63.8,0,0
1503,"Rowe, Rev. Chad",male,37.9,2,0
1504,"Lester, Major. Andre",male,56.4,2,0
1505,"Boyer, Miss. Emily",female,39.1,0,0
1506,"Hernandez, Dr. Michael",male,24.1,0,1
1507,"Escobar, Mrs. Joyce",female,23.6,2,0
1508,"Castillo, Col. Paul",male,28.9,0,1
1509,"Christian, Col. Anthony",male,31.2,2,0
1510,"Williams, Countess. Danielle",female,34.7,0,0
1511,"Snow, Dr. Brandon",male,51.2,0,0
1512,"Wilson, Rev. Matthew",male,13.4,1,1
1513,"Evans, Major. Douglas",male,31.2,0,0
1514,"Mendez, Dr. Cynthia",female,42.1,0,1
1515,"Freeman, Rev. William",male,4.8,0,2
1516,"Carlson, Dr. Crystal",female,22.9,0,0
1517,"Mcbride, Countess. Brooke",female,35.3,0,0
1518,"Hale, Major. Kenneth",male,24,1,0
1519,"Thomas, Mr. Cameron",male,35.6,0,0
1520,"Miller, Miss. Shannon",female,19.9,1,0
1521,"Webb, Col. Charles",male,56,0,0
1522,"Phillips, Sir. Daniel",male,48.7,0,1
1523,"Fuller, Major. Jeremy",male,41,1,0
1524,"Hunter, Lady. Ashley",female,22.5,0,0
1525,"Phillips, Col. Alexander",male,60.9,1,0
1526,"Harris, Col. Brandon",male,32.9,0,0
1527,"Silva, Major. William",male,46.4,1,0
1528,"Gibbs, Mrs. Rachel",female,49.9,0,0
1529,"Carpenter, Miss. Shelby",female,22,1,0
1530,"Foster, Major. Luke",male,17.4,0,0
1531,"Kelly, Col. Lance",male,48,0,0
1532,"Hendrix, Col. Jeffrey",male,12.9,0,0
1533,"Moore, Dr. Lauren",female,29.1,1,3
1534,"Davis, Sir. Wesley",male,34.3,1,1
1535,"Long, Mr. Jordan",male,43.3,2,0
1536,"James, Sir. John",male,24.5,0,0
1537,"Olson, Lady. Kristen",female,55.9,0,0
1538,"Morales, Rev. Shaun",male,25.4,1,2
1539,"Rivers, Miss. Lindsey",female,50.4,0,1
1540,"Stephens, Lady. Hannah",female,10.4,0,0
1541,"Henderson, Mrs. Jennifer",female,25.4,1,0
1542,"Morgan, Sir. Kenneth",male,37,0,0
1543,"Bullock, Miss. Katherine",female,38.3,1,1
1544,"Branch, Col. Samuel",male,44,0,1
1545,"Khan, Col. Christopher",male,51.2,0,0
1546,"Zimmerman, Mr. Nathan",male,57,0,0
1547,"Ramirez, Major. Dylan",male,36.8,0,0
1548,"Hughes, Col. Darrell",male,6.6,0,0
1549,"Stafford, Mr. Michael",male,38.1,0,1
1550,"Smith, Major. Raymond",male,34.5,1,0
1551,"Ruiz, Sir. Kevin",male,15.2,1,1
1552,"Ramirez, Dr. Larry",male,21.4,0,0
1553,"Edwards, Sir. Victor",male,35.7,1,1
1554,"Gonzalez, Rev. James",male,55.7,0,0
1555,"Levine, Rev. Brandon",male,22.5,1,0
1556,"Clay, Sir. John",male,43.9,0,1
1557,"Patterson, Mr. Christopher",male,10.5,2,0
1558,"Briggs, Dr. Logan",male,30.9,0,0
1559,"Neal, Dr. Jenna",female,15.1,0,0
1560,"Brooks, Major. Richard",male,49.2,1,0
1561,"Oconnor, Sir. Jack",male,29.5,0,0
1562,"Rodriguez, Lady. Jody",female,24.1,0,2
1563,"Wong, Lady. Ashley",female,47,0,0
1564,"Rivera, Sir. Edward",male,16.1,0,1
1565,"Hawkins, Mr. Jeremy",male,50.1,0,0
1566,"Gordon, Miss. Courtney",female,36.2,0,1
1567,"Aguilar, Col. Joshua",male,56.8,0,0
1568,"White, Major. Cole",male,37.5,0,0
1569,"Porter, Sir. Mark",male,23,1,0
1570,"Adams, Mr. Joshua",male,45.7,1,0
1571,"Smith, Rev. Ivan",male,48.2,0,0
1572,"Rodriguez, Major. Mark",male,22.1,0,0
1573,"Hernandez, Sir. Tracy",male,29.7,1,1
1574,"Shelton, Lady. Alyssa",female,38.3,0,0
1575,"Wilkinson, Mrs. Amy",female,41.1,0,0
1576,"Johnston, Miss. Jennifer",female,5.3,0,0
1577,"Anderson, Rev. Jeremy",male,43.1,2,0
1578,"Prince, Sir. Matthew",male,4.7,2,1
1579,"Harrison, Dr. Adam",male,34.9,0,0
1580,"Davis, Dr. Hunter",male,27.6,0,0
1581,"Good, Dr. Gregory",male,47.3,1,0
1582,"Matthews, Major. Christian",male,28.8,1,0
1583,"White, Rev. Alexander",male,33.4,0,0
1584,"Miller, Countess. Beverly",female,8.1,2,0
1585,"Clark, Miss. Kaitlin",female,27.9,2,0
1586,"Contreras, Dr. Christopher",male,11.6,2,0
1587,"Adams, Major. Christian",male,40.7,0,0
1588,"Christian, Dr. Thomas",male,52.5,0,0
1589,"Diaz, Mrs. Adriana",female,32.8,1,0
1590,"Torres, Major. Sean",male,31,2,0
1591,"Brown, Dr. Chelsea",female,15.2,0,2
1592,"Strong, Col. Douglas",male,68.8,2,0
1593,"Richardson, Miss. Elizabeth",female,18.2,0,0
1594,"Ball, Mr. Dalton",male,35.4,1,0
1595,"Madden, Sir. Kevin",male,27.2,1,0
1596,"Chen, Mrs. Denise",female,42.5,0,0
1597,"Johnson, Miss. Amy",female,40.2,0,0
1598,"Maldonado, Dr. Natalie",female,17,2,0
1599,"Powell, Dr. Michael",male,51.7,0,0
1600,"Garner, Dr. Taylor",female,47.6,0,0
1601,"Spears, Dr. Taylor",female,17,0,0
1602,"Padilla, Major. Matthew",male,30.8,0,0
1603,"Thomas, Countess. Heather",female,34.8,2,0
1604,"Smith, Dr. Caitlyn",female,32.5,1,0
1605,"Roberts, Mr. William",male,38.1,0,0
1606,"Rodriguez, Mr. Albert",male,37.4,0,0
1607,"White, Dr. Shannon",female,27.8,0,0
1608,"Ramirez, Mrs. Yolanda",female,51.8,0,0
1609,"Jackson, Rev. Kelly",male,56.2,0,0
1610,"Perez, Sir. Kurt",male,23.1,0,0
1611,"Winters, Mr. Joseph",male,24.5,0,0
1612,"Cox, Col. Mark",male,20.8,0,0
1613,"Hall, Lady. Savannah",female,42.8,1,1
1614,"Allen, Dr. Christopher",male,18.3,1,1
1615,"Stevens, Rev. Justin",male,56.8,0,0
1616,"Mitchell, Rev. Andrew",male,30.1,2,0
1617,"Kirk, Major. Nicholas",male,28.5,0,0
1618,"Kemp, Major. Kyle",male,52.4,0,0
1619,"Luna, Lady. Jennifer",female,41.5,0,0
1620,"Stephens, Countess. Jessica",female,36.6,0,0
1621,"Hernandez, Dr. Charles",male,26.4,0,1
1622,"Young, Lady. Sarah",female,32,1,0
1623,"White, Countess. Sheila",female,39.8,0,0
1624,"Francis, Dr. Kelly",female,51.9,0,1
1625,"Herrera, Major. Robert",male,46.3,0,0
1626,"Jenkins, Sir. Robert",male,64.3,3,1
1627,"Knight, Lady. Tammy",female,51.8,1,0
1628,"Cooley, Sir. John",male,16.8,0,0
1629,"Williams, Mr. Robert",male,24.9,0,2
1630,"Allen, Major. Russell",male,23.4,0,1
1631,"King, Dr. Monica",female,40.6,1,0
1632,"Davis, Mr. Jesse",male,39.2,0,0
1633,"Alvarado, Major. Michael",male,43.4,0,0
1634,"Reed, Countess. Barbara",female,54.9,3,1
1635,"Warren, Rev. Eric",male,22,1,0
1636,"Martin, Sir. Drew",male,19.8,2,0
1637,"White, Mrs. Emily",female,36.5,0,0
1638,"Robertson, Countess. Alexis",female,52.5,0,0
1639,"Anderson, Major. Christopher",male,42.7,0,1
1640,"Carlson, Major. Lance",male,15.7,1,0
1641,"Carroll, Sir. Eduardo",male,42.4,0,0
1642,"Meyers, Major. Bruce",male,27.9,2,1
1643,"Robinson, Dr. Philip",male,45.9,0,0
1644,"Leon, Major. Allen",male,0.2,0,0
1645,"Weaver, Dr. Christopher",male,39.3,0,1
1646,"West, Rev. Brandon",male,19.7,0,0
1647,"Smith, Rev. Christopher",male,59.9,3,0
1648,"Parker, Dr. Nancy",female,39.1,0,0
1649,"Cunningham, Sir. Richard",male,50.3,0,0
1650,"White, Major. John",male,36,0,1
1651,"Matthews, Major. David",male,49.4,0,0
1652,"Smith, Lady. Brenda",female,39.2,1,0
1653,"Holmes, Dr. Shawn",male,53.9,0,0
1654,"Harris, Col. Walter",male,42.5,0,0
1655,"Lara, Major. Vincent",male,15,0,1
1656,"King, Countess. Denise",female,15.5,1,1
1657,"Norris, Dr. Denise",female,28.2,0,0
1658,"Phillips, Countess. Christina",female,14.3,0,0
1659,"Wolf, Sir. Michael",male,12.7,0,0
1660,"Sexton, Rev. Jon",male,59.6,2,1
1661,"Barrera, Miss. Cheyenne",female,30,0,0
1662,"Roberts, Rev. Keith",male,25.9,1,0
1663,"Johnson, Mrs. Lindsey",female,36.4,0,0
1664,"Wagner, Dr. Danielle",female,25.6,0,1
1665,"Grimes, Mrs. Helen",female,28.1,2,0
1666,"Jones, Major. Christopher",male,19.9,1,1
1667,"Robertson, Dr. Jeremiah",male,18.7,0,0
1668,"Powell, Dr. Reginald",male,43.6,0,0
1669,"Joseph, Miss. Tanya",female,31.7,0,0
1670,"Villanueva, Rev. Jason",male,48.3,0,1
1671,"Fernandez, Dr. Michael",male,42.3,0,0
1672,"Buckley, Miss. Marissa",female,50.5,0,0
1673,"Sawyer, Mr. Andrew",male,43.2,0,0
1674,"Miller, Rev. Jerry",male,22.3,0,0
1675,"Jones, Countess. Sabrina",female,45.3,0,0
1676,"Potter, Miss. Crystal",female,46.7,1,0
1677,"Mclaughlin, Col. Jason",male,34.8,0,0
1678,"Wall, Miss. Ann",female,5.4,1,0
1679,"Hubbard, Sir. James",male,23,1,0
1680,"Robinson, Mr. James",male,10.4,2,0
1681,"Glover, Rev. Juan",male,26.1,0,0
1682,"Young, Col. Matthew",male,30.7,0,0
1683,"Brewer, Dr. James",male,20.6,0,2
1684,"Harding, Sir. Isaiah",male,23.1,0,0
1685,"Holmes, Mr. Gregory",male,28,1,0
1686,"Barnett, Rev. Christopher",male,32.3,0,1
1687,"Rodriguez, Major. David",male,52.3,0,0
1688,"Brooks, Mr. Austin",male,53.6,1,0
1689,"Hamilton, Sir. Michael",male,16,1,0
1690,"Rice, Lady. Haley",female,5.9,0,0
1691,"Mcdonald, Rev. Joshua",male,34.3,0,0
1692,"Richard, Mrs. Melissa",female,29.7,0,0
1693,"Salazar, Mr. Joseph",male,47,0,1
1694,"Rodriguez, Col. Joseph",male,53.9,0,0
1695,"Flowers, Mr. David",male,12.4,0,0
1696,"Diaz, Dr. Alicia",female,21,0,0
1697,"Murphy, Miss. Sandra",female,19,0,0
1698,"Roberts, Dr. Christina",female,38.8,0,0
1699,"Sanchez, Major. Kevin",male,58.1,0,0
1700,"Charles, Dr. Gene",male,38.9,0,0
1701,"Guzman, Col. Jason",male,20.9,0,0
1702,"Duffy, Sir. Brian",male,22.7,0,0
1703,"Cook, Miss. Jennifer",female,57.3,0,1
1704,"Thompson, Dr. Kenneth",male,43.3,0,0
1705,"Greene, Mr. Allen",male,19.2,0,0
1706,"Madden, Miss. Kimberly",female,5.9,1,0
1707,"Gentry, Miss. Robin",female,14.8,0,1
1708,"Taylor, Major. Steve",male,41.9,0,0
1709,"Garcia, Dr. Nicole",female,34.1,0,0
1710,"Collins, Mr. Mark",male,36.9,1,0
1711,"Graves, Col. Brian",male,61.4,0,0
1712,"Johnson, Col. Matthew",male,46.9,1,0
1713,"Burgess, Mr. Russell",male,39.7,0,0
1714,"Flores, Miss. Brooke",female,36.7,0,0
1715,"Torres, Rev. Justin",male,36.8,0,0
1716,"Jackson, Sir. Robert",male,60.5,1,0
1717,"May, Dr. Jeffrey",male,26.7,1,0
1718,"Watkins, Dr. Peter",male,53.7,1,1
1719,"Ewing, Mrs. Ann",female,4,1,0
1720,"Russo, Mr. Christopher",male,64.6,0,1
1721,"Bowers, Rev. Eduardo",male,25.2,0,0
1722,"Coleman, Mr. Christian",male,57.3,0,0
1723,"Rivera, Col. Michael",male,33.5,1,1
1724,"Mcdonald, Mrs. Ashley",female,22.5,1,0
1725,"Boyer, Dr. Mark",male,50.6,0,0
1726,"Stokes, Dr. Lori",female,9.1,1,1
1727,"Williams, Col. Jeremy",male,63.3,0,0
1728,"Gentry, Rev. Mark",male,36.4,0,1
1729,"Wagner, Col. Christopher",male,34.3,0,2
1730,"Miller, Miss. Donna",female,24.1,1,1
1731,"Clark, Sir. Derek",male,27.4,0,0
1732,"Cook, Dr. Lisa",female,33.9,0,0
1733,"Adkins, Mr. David",male,38.4,1,0
1734,"Smith, Mr. Howard",male,34.8,0,0
1735,"Smith, Miss. Jenna",female,20.2,0,0
1736,"Wilkerson, Rev. Charles",male,16.4,0,0
1737,"Kline, Miss. Shannon",female,42.5,0,0
1738,"Franco, Major. Bobby",male,18.4,0,0
1739,"Douglas, Mr. Edwin",male,59.9,0,0
1740,"Roberts, Mr. Scott",male,23.1,0,0
1741,"Rodgers, Sir. Brian",male,38.1,1,1
1742,"Lawson, Major. Matthew",male,9.9,1,0
1743,"Andrews, Miss. Patricia",female,39.1,0,0
1744,"Martinez, Mrs. Katelyn",female,33.2,0,1
1745,"Hancock, Miss. Cristina",female,45.9,1,0
1746,"Morrow, Miss. Alyssa",female,17.3,0,0
1747,"Hall, Rev. Joseph",male,40.8,0,0
1748,"Howard, Dr. Molly",female,39.1,1,0
1749,"Nichols, Rev. Matthew",male,31.9,0,0
1750,"Cox, Col. Michael",male,24,1,1
1751,"Johnson, Mrs. Holly",female,33.1,1,2
1752,"Macias, Lady. Elizabeth",female,50.5,0,0
1753,"Li, Lady. Sarah",female,21.7,0,0
1754,"Chavez, Col. Anthony",male,13.3,0,1
1755,"Thomas, Sir. Robert",male,58.9,0,0
1756,"Hernandez, Miss. Janice",female,49.9,1,0
1757,"Hunter, Col. Aaron",male,24.8,0,0
1758,"Frey, Mrs. Kristina",female,17,0,1
1759,"Yates, Major. Darrell",male,60.9,1,1
1760,"Jimenez, Dr. Angela",female,49,1,0
1761,"Collins, Mr. David",male,34.5,1,1
1762,"Alexander, Dr. Marc",male,49.1,0,0
1763,"Williams, Mr. Nicholas",male,41.6,0,0
1764,"Burke, Countess. Julia",female,41.9,0,0
1765,"Fisher, Dr. Melissa",female,43.6,1,1
1766,"Olson, Countess. Carrie",female,53.7,0,1
1767,"Boyle, Major. Bryan",male,18.5,0,0
1768,"West, Dr. Amber",female,19.7,0,1
1769,"Long, Major. Joshua",male,37.3,0,1
1770,"Brown, Sir. Miguel",male,24.2,1,0
1771,"Roberts, Rev. Jason",male,44,0,0
1772,"Lambert, Rev. Walter",male,59.8,3,0
1773,"Silva, Dr. Kathy",female,33.7,0,1
1774,"Rodgers, Major. Evan",male,50.3,0,1
1775,"Weaver, Miss. Katie",female,35.4,0,0
1776,"Jones, Major. Thomas",male,50.7,1,1
1777,"Summers, Countess. Krystal",female,35.4,0,1
1778,"Ramirez, Mr. Timothy",male,44.7,0,0
1779,"Gibbs, Dr. Anthony",male,15.7,0,0
1780,"Rodriguez, Col. Michael",male,50.3,0,0
1781,"Davenport, Rev. Jason",male,48.1,1,0
1782,"Mcguire, Countess. Kristin",female,19,2,0
1783,"Cortez, Col. Christian",male,8.7,0,1
1784,"Clayton, Sir. Manuel",male,53.8,0,0
1785,"Howard, Mrs. Rebecca",female,6.6,3,1
1786,"Ramos, Mrs. Cindy",female,34.5,0,0
1787,"Goodwin, Rev. Michael",male,39.5,1,0
1788,"Lopez, Col. Daniel",male,20.5,1,0
1789,"Jones, Dr. Jon",male,46.7,1,1
1790,"Joyce, Major. Kyle",male,34.8,0,0
1791,"Velazquez, Sir. Derek",male,34.1,0,0
1792,"Lee, Rev. Victor",male,33.2,1,0
1793,"Johnson, Dr. John",male,36.7,0,1
1794,"Brooks, Col. Steven",male,42.8,1,0
1795,"Baker, Rev. Jeffrey",male,23.7,1,0
1796,"Gonzalez, Mr. Jerry",male,33.6,0,0
1797,"Buck, Dr. Dana",female,8.8,0,1
1798,"Barron, Dr. Steven",male,50.7,2,0
1799,"Smith, Dr. Jose",male,41.2,0,0
1800,"Figueroa, Col. Derek",male,73.9,0,0
1801,"Cook, Miss. Amber",female,5,1,0
1802,"Cunningham, Mrs. Jennifer",female,38.8,1,0
1803,"Briggs, Dr. Alex",male,57.3,0,1
1804,"Castro, Major. Christian",male,48.1,1,2
1805,"Vargas, Mrs. Paige",female,45.7,0,0
1806,"Snow, Sir. David",male,65.2,0,0
1807,"King, Rev. Joshua",male,51.6,0,0
1808,"Bradley, Mr. Michael",male,52.3,2,0
1809,"Ramirez, Miss. Tiffany",female,26.6,0,0
1810,"Clark, Col. Christopher",male,5.7,1,0
1811,"Poole, Col. Alexander",male,17,2,0
1812,"Haynes, Dr. Jason",male,54.3,0,1
1813,"Ho, Rev. Keith",male,32.8,0,0
1814,"Hernandez, Major. Zachary",male,26.4,0,2
1815,"Mitchell, Rev. Brian",male,22.3,0,0
1816,"Lowe, Dr. Eric",male,53.4,2,0
1817,"Hickman, Miss. Leslie",female,46.6,0,0
1818,"Anderson, Dr. Scott",male,50.7,0,2
1819,"Gonzalez, Dr. Joshua",male,22.7,0,0
1820,"Smith, Sir. Michael",male,46.9,0,1
1821,"Rodriguez, Sir. Larry",male,22.8,0,0
1822,"Ramirez, Col. Benjamin",male,41.9,0,1
1823,"Rodriguez, Rev. Ricardo",male,33.2,0,0
1824,"Hernandez, Major. Christopher",male,46.4,0,0
1825,"Price, Major. Richard",male,61.4,0,0
1826,"Christensen, Mr. Jason",male,49.8,0,0
1827,"Hancock, Mr. Frank",male,35.7,0,1
1828,"Mcguire, Miss. Autumn",female,23.2,0,0
1829,"Henderson, Rev. Eric",male,4.4,0,0
1830,"Davis, Sir. Ryan",male,42.1,0,0
1831,"Glover, Major. David",male,41.8,0,0
1832,"Schroeder, Col. Chad",male,0.4,0,0
1833,"Adams, Major. Cody",male,63.4,3,0
1834,"Rowland, Major. Christopher",male,38.7,0,2
1835,"Brown, Mr. Matthew",male,35.1,0,0
1836,"Johnson, Col. Justin",male,41.1,0,0
1837,"Eaton, Mr. Jeff",male,58.2,0,0
1838,"Nolan, Dr. Laura",female,20.1,0,1
1839,"Johnston, Rev. Chad",male,10.9,1,1
1840,"Davis, Major. Corey",male,55.5,0,1
1841,"Wilson, Sir. Michael",male,46.3,1,0
1842,"Ramirez, Sir. Joshua",male,53.9,0,1
1843,"Anderson, Rev. Christopher",male,51.8,0,2
1844,"White, Rev. William",male,45,1,0
1845,"Clements, Mr. Tyler",male,7.4,1,0
1846,"Howard, Mr. Daniel",male,6.9,0,1
1847,"Greene, Countess. Brittany",female,55.6,0,1
1848,"Johnson, Lady. Karen",female,56.5,2,1
1849,"Rodriguez, Rev. George",male,36.6,0,0
1850,"Pierce, Sir. Dennis",male,54.5,0,0
1851,"Poole, Countess. Megan",female,29,1,0
1852,"Taylor, Mrs. Jessica",female,5.5,1,0
1853,"Hart, Mrs. Dawn",female,25.9,0,0
1854,"Oliver, Col. Robert",male,27.2,0,0
1855,"Newton, Miss. Carolyn",female,44.3,0,1
1856,"Lee, Col. Steven",male,25.4,1,0
1857,"Sutton, Col. Peter",male,39.1,0,0
1858,"Banks, Rev. Alex",male,20,0,0
1859,"Diaz, Mr. Timothy",male,14.7,0,0
1860,"Harris, Mr. Jose",male,18.4,1,0
1861,"Wheeler, Rev. Adam",male,39,0,0
1862,"Cameron, Rev. William",male,28.1,0,0
1863,"Simpson, Sir. James",male,14.5,0,0
1864,"Jacobs, Dr. Jennifer",female,13,1,0
1865,"Phillips, Dr. Robert",male,40.7,0,0
1866,"Ford, Dr. David",male,56.6,1,1
1867,"Martinez, Major. Tony",male,52.3,0,0
1868,"Rodriguez, Major. James",male,21.2,0,0
1869,"Williams, Major. Troy",male,30.1,0,0
1870,"Mack, Dr. Angela",female,17.4,1,0
1871,"Cooper, Dr. Joseph",male,43.7,1,0
1872,"Contreras, Mr. Michael",male,28.4,1,0
1873,"Thompson, Rev. Charles",male,7.7,0,2
1874,"Rodriguez, Major. Larry",male,28.2,0,0
1875,"Wright, Miss. Sheila",female,29.1,1,0
1876,"Walton, Major. Steven",male,17.8,0,1
1877,"Cooper, Sir. James",male,43.6,0,0
1878,"Walker, Miss. Crystal",female,13.8,1,0
1879,"Williamson, Major. Jay",male,35.6,0,0
1880,"Clarke, Sir. Anthony",male,41.3,2,0
1881,"Anderson, Miss. Krystal",female,51,1,0
1882,"Steele, Mr. Brian",male,17,0,0
1883,"Daugherty, Dr. Jose",male,4.9,1,0
1884,"Ramirez, Col. William",male,57.1,0,0
1885,"Moore, Col. Peter",male,27.5,2,0
1886,"Farmer, Mr. Jason",male,61.1,0,0
1887,"Kane, Mrs. Chelsea",female,14.4,0,0
1888,"Gibbs, Sir. Jordan",male,20.5,0,0
1889,"Smith, Mr. Richard",male,36.7,3,0
1890,"Mccarty, Major. Kevin",male,17.2,0,0
1891,"Larson, Countess. Kim",female,26.4,1,0
1892,"Smith, Dr. Jeffrey",male,70.9,0,0
1893,"Barber, Sir. Jacob",male,6.5,1,0
1894,"Sanchez, Major. James",male,27,1,0
1895,"Collins, Major. Steven",male,40.2,0,0
1896,"Vasquez, Dr. Leonard",male,21.9,0,0
1897,"Graham, Mr. Nicholas",male,5.2,0,1
1898,"Rocha, Sir. Jason",male,49.4,0,0
1899,"Cruz, Mr. Anthony",male,58.7,0,3
1900,"Ferguson, Dr. Bridget",female,33.9,0,0
1901,"Saunders, Countess. Deborah",female,17.9,0,0
1902,"Roberts, Mrs. Jennifer",female,36.8,0,0
1903,"Burgess, Miss. Kelly",female,35.3,0,0
1904,"King, Sir. Samuel",male,42.7,0,1
1905,"Robertson, Dr. Matthew",male,32.5,0,0
1906,"Luna, Rev. Anthony",male,37.1,0,0
1907,"Zamora, Mr. Arthur",male,26.8,0,0
1908,"Ward, Lady. Sara",female,37.3,0,1
1909,"Clark, Dr. Matthew",male,69.9,0,0
1910,"Hoover, Sir. Jason",male,52.7,0,1
1911,"Vasquez, Lady. Jacqueline",female,37.8,0,1
1912,"Sosa, Countess. Lynn",female,40.3,1,1
1913,"Wilson, Lady. Jennifer",female,41.2,0,0
1914,"Lamb, Mr. Thomas",male,15.6,0,0
1915,"Zimmerman, Lady. Kelly",female,33.3,1,1
1916,"Ramirez, Mr. Brandon",male,30,0,0
1917,"Walters, Major. Derek",male,36.1,0,0
1918,"Kelly, Sir. Roy",male,21,3,0
1919,"Brandt, Col. Matthew",male,25.8,0,0
1920,"Torres, Miss. Anne",female,36.9,0,0
1921,"Adams, Major. Terrence",male,14.9,0,0
1922,"Stevens, Countess. Carol",female,42.9,0,1
1923,"Todd, Sir. Roy",male,62.9,1,0
1924,"Gonzales, Col. Jacob",male,56.1,0,0
1925,"George, Mr. Tommy",male,23,2,0
1926,"Wade, Countess. Erika",female,18,1,1
1927,"Douglas, Lady. Donna",female,45.2,1,0
1928,"Parrish, Col. David",male,45.2,0,0
1929,"Dennis, Major. Aaron",male,24.7,0,0
1930,"Williams, Countess. Kayla",female,28.8,2,0
1931,"Cunningham, Major. Jason",male,26.7,0,0
1932,"Jones, Miss. Shelley",female,8,0,0
1933,"Burnett, Col. Darren",male,36,0,1
1934,"Rowland, Mrs. Wendy",female,34.7,0,0
1935,"Santiago, Lady. Erin",female,22.5,0,0
1936,"Carr, Countess. Deanna",female,21.8,0,1
1937,"Clark, Rev. John",male,27.6,0,1
1938,"Pena, Rev. Erik",male,21.3,0,0
1939,"Garrett, Sir. Daniel",male,30.9,2,0
1940,"Vargas, Mr. Scott",male,52.5,1,1
1941,"Turner, Countess. Ashley",female,51.7,2,0
1942,"Berg, Mr. Austin",male,6.8,0,0
1943,"Lynch, Dr. Michael",male,30.8,1,0
1944,"Cole, Dr. Alexander",male,58.7,2,1
1945,"Vasquez, Col. Bruce",male,15.1,1,0
1946,"Christian, Mrs. Jennifer",female,12.2,0,0
1947,"Cox, Miss. Karina",female,46.2,0,0
1948,"Wood, Rev. Arthur",male,44.5,0,0
1949,"Lucas, Sir. Daniel",male,56.1,0,0
1950,"Sullivan, Lady. Rose",female,39.2,0,0
1951,"Butler, Rev. Lee",male,9.4,1,0
1952,"Avila, Mr. Christopher",male,29.5,0,1
1953,"Roberts, Col. Tony",male,22.1,1,0
1954,"Frye, Major. Eric",male,30.3,1,1
1955,"Huff, Major. Matthew",male,12.2,1,0
1956,"Mercado, Lady. Linda",female,17.9,0,1
1957,"Hansen, Rev. James",male,46.7,0,0
1958,"Spencer, Mr. Jason",male,62.8,1,0
1959,"Johnson, Col. Raymond",male,33,1,1
1960,"Larson, Miss. Laurie",female,36.9,2,0
1961,"Moore, Col. Anthony",male,31.1,0,0
1962,"Velasquez, Sir. Christopher",male,21.8,0,1
1963,"Conner, Dr. Brittney",female,14.2,0,0
1964,"Walters, Col. Tony",male,13.7,0,0
1965,"Wright, Sir. David",male,25.1,0,0
1966,"Martinez, Rev. Ethan",male,21.6,0,0
1967,"Winters, Mr. Paul",male,47.9,0,0
1968,"Huynh, Rev. Mark",male,35.5,0,0
1969,"Lopez, Mr. Bryan",male,42.7,0,0
